Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
20220103-7002-44B0A250B288_Threaten,2022-01-03,Threaten,-3.5,Verbal Conflict,,Shiromani Akali Dal,India,Political Party,Shiromani Akali Dal,Banwarilal Purohit,India,Governor,Banwarilal Purohit,IND,Punjab,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-4607-958Df4912178_Accuse,2022-01-03,Accuse,-3.0,Verbal Conflict,,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bjp,IND,Uttar Pradesh,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-7081-4Acc724Fc09F_Request,2022-01-03,Request,0.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,Calcutta,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-0203-15D6B4304172_Request,2022-01-03,Request,0.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,Calcutta,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-1956-A30E4Dd4B371_Request,2022-01-03,Request,0.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,Calcutta,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-8012-D3426B08E5B5_Concede,2022-01-03,Concede,4.5,Verbal Cooperation,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Congee,,Diet,Congress,IND,Punjab,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220103-7949-7A9173205E67_Accuse,2022-01-03,Accuse,-3.0,Verbal Conflict,,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,Bharatiya Janata Party,India,Political Party,Bjp,IND,Delhi,2022-01-03,English,Ngec_Coder-Vers001-B1-Run-001
20220104-2607-1B983978E41F_Assault,2022-01-04,Assault,-9.0,Material Conflict,Health,Bharatiya Janata Party,India,Political Party,Senior Bjp Leaders,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,Mathura,2022-01-04,English,Ngec_Coder-Vers001-B1-Run-001
20220104-1300-9C72D80B57B5_Assault,2022-01-04,Assault,-9.0,Material Conflict,Health,Bharatiya Janata Party,India,Political Party,Senior Bjp Leaders,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,Mathura,2022-01-04,English,Ngec_Coder-Vers001-B1-Run-001
20220105-7284-65B3Eba369C4_Sanction_Convict,2022-01-05,Sanction,-6.0,Material Conflict,Election,Punjab,Pakistan,Region,Punjab Police,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-6209-6Df2B8B18259_Sanction,2022-01-05,Sanction,-6.0,Material Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bjp,IND,Maharashtra; Gujarat; Mp,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-7165-16E9Ef36397E_Accuse,2022-01-05,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress Government,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-7284-65B3Eba369C4_Retreat,2022-01-05,Retreat,6.5,Material Cooperation,Election,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-9860-66C527A709E5_Concede,2022-01-05,Concede,4.5,Verbal Cooperation,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-9860-66C527A709E5_Mobilize,2022-01-05,Mobilize,-5.5,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-5020-D503D04Dec2B_Mobilize,2022-01-05,Mobilize,-5.5,Material Conflict,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-1569-4Ebc723C8Cce_Accuse,2022-01-05,Accuse,-3.0,Verbal Conflict,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modis,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220105-3302-7D558B9Ea134_Accuse,2022-01-05,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress Government,IND,Punjab,2022-01-05,English,Ngec_Coder-Vers001-B1-Run-001
20220106-0634-Af93C8B33D98_Mobilize,2022-01-06,Mobilize,-5.5,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,Parliament House Complex,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-7337-48157Bfcf00D_Sanction,2022-01-06,Sanction,-6.0,Material Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Congee,,Diet,Congress,IND,Uttar Pradesh,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-1784-5F98F9313C5F_Protest,2022-01-06,Protest,-5.0,Material Conflict,Health,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Congee,,Diet,Congress,IND,Varanasi,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-4410-867E023C77F0_Accuse,2022-01-06,Accuse,-3.0,Verbal Conflict,,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,Narendra Modi,India,Prime Minister,Narendra Modi,IND,Punjab,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-0874-Ca93Dafc26E8_Protest,2022-01-06,Protest,-5.0,Material Conflict,Health,Congee,,Diet,Opposition Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,Karnataka,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-7861-4Dd153B4Ee12_Accuse,2022-01-06,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,Punjab,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-7861-4Dd153B4Ee12_Assault,2022-01-06,Assault,-9.0,Material Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,Punjab,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-9631-79D56Eaa36Aa_Accuse,2022-01-06,Accuse,-3.0,Verbal Conflict,Health,Allahabad High Court,India,High Court,Allahabad High Court,Government Of Uttar Pradesh,India,Chief Of State,Uttar Pradesh Government,IND,Allahabad,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220106-0634-Af93C8B33D98_Concede,2022-01-06,Concede,4.5,Verbal Cooperation,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,Punjab,2022-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20220107-7931-193A66D2766E_Sanction,2022-01-07,Sanction,-6.0,Material Conflict,,Supreme Court,,Court Supreme,Supreme Court,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220107-5665-Cc3A8F1A07F2_Concede,2022-01-07,Concede,4.5,Verbal Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220107-1555-F6Aef0D73810_Accuse,2022-01-07,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220107-8345-0Eebf94Aed72_Assault,2022-01-07,Assault,-9.0,Material Conflict,,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220107-7931-193A66D2766E_Concede,2022-01-07,Concede,4.5,Verbal Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220107-1555-F6Aef0D73810_Request,2022-01-07,Request,0.0,Verbal Conflict,,Supreme Court Of The United Kingdom,United Kingdom,Court Of Appeals,The Supreme Court,Supreme Court,,Court Supreme,Supreme Court,IND,Punjab,2022-01-07,English,Ngec_Coder-Vers001-B1-Run-001
20220108-3546-410241220Ad8_Protest,2022-01-08,Protest,-5.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Narendra Modi,India,Prime Minister,Prime Minister ( Pm ) Narendra Modi,IND,Ferozepur,2022-01-08,English,Ngec_Coder-Vers001-B1-Run-001
20220108-1977-6A7D6365D85E_Protest,2022-01-08,Protest,-5.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Narendra Modi,India,Prime Minister,Prime Minister ( Pm ) Narendra Modi,IND,Ferozepur,2022-01-08,English,Ngec_Coder-Vers001-B1-Run-001
20220108-1643-Db3B4D081B6A_Accuse,2022-01-08,Accuse,-3.0,Verbal Conflict,Illegal_Drugs,Punjab,Pakistan,Region,Punjab Police Special Investigation Team,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab,2022-01-08,English,Ngec_Coder-Vers001-B1-Run-001
20220108-3419-4B955D649416_Accuse,2022-01-08,Accuse,-3.0,Verbal Conflict,Illegal_Drugs,Punjab,Pakistan,Region,Punjab Police Special Investigation Team,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab,2022-01-08,English,Ngec_Coder-Vers001-B1-Run-001
20220108-1398-6E00912223Ff_Accuse,2022-01-08,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,Kanakapura Taluka,2022-01-08,English,Ngec_Coder-Vers001-B1-Run-001
20220109-3168-C7D49A7A132F_Sanction,2022-01-09,Sanction,-6.0,Material Conflict,,Supreme Court,,Court Supreme,Supreme Court,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-09,English,Ngec_Coder-Vers001-B1-Run-001
20220110-4801-3E0A5B7A9Fde_Request,2022-01-10,Request,0.0,Verbal Conflict,,Supreme Court Of The United Kingdom,United Kingdom,Court Of Appeals,The Supreme Court,Supreme Court,,Court Supreme,Supreme Court,IND,Haridwar,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-9426-50B29B99Cb9B_Sanction_Convict,2022-01-10,Sanction,-6.0,Material Conflict,Election,Punjab,Pakistan,Region,Punjab Police,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Mohali,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-1970-D20Cf3Eaec6B_Threaten,2022-01-10,Threaten,-3.5,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Police,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Mohali,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-9426-50B29B99Cb9B_Concede,2022-01-10,Concede,4.5,Verbal Cooperation,Election,Punjab,Pakistan,Region,Punjab Police,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Mohali,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-6256-4773308D32E1_Accuse,2022-01-10,Accuse,-3.0,Verbal Conflict,Human_Security,Delhi High Court,India,High Court,Delhi High Court,Government Of Delhi,India,Central Jail Authority,Delhi Government,IND,Delhi,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-6052-67E92Bd33318_Accuse,2022-01-10,Accuse,-3.0,Verbal Conflict,Human_Security,Delhi High Court,India,High Court,Delhi High Court,Government Of Delhi,India,Central Jail Authority,Delhi Government,IND,Delhi,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-7173-9Bac2C72D44B_Accuse,2022-01-10,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Gujarat,India,Government,Gujarat Government,IND,Rajkot,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220110-9426-50B29B99Cb9B_Mobilize_Police,2022-01-10,Mobilize,-5.5,Material Conflict,Election,Punjab,Pakistan,Region,Punjab Police,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Mohali,2022-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20220111-2798-Eda24Ed92Da6_Mobilize,2022-01-11,Mobilize,-5.5,Material Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,IND,Uttar Pradesh,2022-01-11,English,Ngec_Coder-Vers001-B1-Run-001
20220111-4374-Ae95581760A0_Accuse,2022-01-11,Accuse,-3.0,Verbal Conflict,,Keshav Prasad Maurya,India,Deputy Prime Minister,Keshav Prasad Maurya,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,Uttar Pradesh,2022-01-11,English,Ngec_Coder-Vers001-B1-Run-001
20220112-9654-C8Cb5A58E617_Request,2022-01-12,Request,0.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Uttarakhand,India,Government,Uttarakhand Government,IND,Patna,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
20220112-5407-097312D4735A_Request,2022-01-12,Request,0.0,Verbal Conflict,Election | Religion_Ethnicity,Bharatiya Janata Party,India,Political Party,Bjp 'S Minority Wing,Bharatiya Janata Party,India,Political Party,Bjp,IND,Uttar Pradesh,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
20220112-7235-9A1332188F39_Accuse,2022-01-12,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity,Supreme Court,,Court Supreme,Supreme Court,Government Of Uttarakhand,India,Government,Uttarakhand Government,IND,Haridwar,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
20220112-5374-145524C2A66D_Accuse,2022-01-12,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Punjab,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
20220112-3969-740Ba008145D_Request,2022-01-12,Request,0.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Uttarakhand,India,Government,Uttarakhand Government,IND,Patna,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
20220112-8244-7A3F48974630_Accuse,2022-01-12,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity,Supreme Court,,Court Supreme,Supreme Court,Government Of Uttarakhand,India,Government,Uttarakhand Government,IND,Haridwar,2022-01-12,English,Ngec_Coder-Vers001-B1-Run-001
54394423_Consult,2022-01-13,Consult,2.5,Verbal Cooperation,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party 'S Central Election Committee,IND,Uttar Pradesh,2022-01-13,English,Ngec_Coder-Vers001-B1-Run-001
20220114-0041-3Ffa0C51Ba61_Assault,2022-01-14,Assault,-9.0,Material Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-9038-522048Ebc844_Accuse,2022-01-14,Accuse,-3.0,Verbal Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-6811-0743220Bb0F0_Accuse,2022-01-14,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,Gorakhpur,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-9038-522048Ebc844_Assault,2022-01-14,Assault,-9.0,Material Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-0041-3Ffa0C51Ba61_Protest,2022-01-14,Protest,-5.0,Material Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-1247-6Ca443Edca10_Threaten,2022-01-14,Threaten,-3.5,Verbal Conflict,Election,Calcutta High Court,India,High Court,Calcutta High Court,West Bengal State Election Commission,,Government Organization,West Bengal Election Commission,IND,Calcutta,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-1247-6Ca443Edca10_Request,2022-01-14,Request,0.0,Verbal Conflict,Election,Calcutta High Court,India,High Court,Calcutta High Court,West Bengal State Election Commission,,Government Organization,West Bengal Election Commission,IND,Calcutta,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-0041-3Ffa0C51Ba61_Accuse,2022-01-14,Accuse,-3.0,Verbal Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-9038-522048Ebc844_Protest,2022-01-14,Protest,-5.0,Material Conflict,Military | Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,Punjab,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-0322-4Edceaf2F0Db_Threaten,2022-01-14,Threaten,-3.5,Verbal Conflict,Election,Calcutta High Court,India,High Court,Calcutta High Court,West Bengal State Election Commission,,Government Organization,West Bengal Election Commission,IND,Calcutta,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-0322-4Edceaf2F0Db_Request,2022-01-14,Request,0.0,Verbal Conflict,Election,Calcutta High Court,India,High Court,Calcutta High Court,West Bengal State Election Commission,,Government Organization,West Bengal Election Commission,IND,Calcutta,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-6273-A456B3Ce7Ea0_Mobilize,2022-01-14,Mobilize,-5.5,Material Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,Kharar,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-1999-Dd1Ea030F5Aa_Accuse,2022-01-14,Accuse,-3.0,Verbal Conflict,,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,Chhattisgarh,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220114-9952-A12382580917_Protest,2022-01-14,Protest,-5.0,Material Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,Kharar,2022-01-14,English,Ngec_Coder-Vers001-B1-Run-001
20220116-4952-D1Af1E4Db1E7_Request,2022-01-16,Request,0.0,Verbal Conflict,Military,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,West Bengal,2022-01-16,English,Ngec_Coder-Vers001-B1-Run-001
20220116-3340-E3Cd78A2701B_Accuse,2022-01-16,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,Uttar Pradesh,2022-01-16,English,Ngec_Coder-Vers001-B1-Run-001
20220116-2873-E7F1153Fe416_Accuse,2022-01-16,Accuse,-3.0,Verbal Conflict,Health,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,Lucknow,2022-01-16,English,Ngec_Coder-Vers001-B1-Run-001
20220117-8959-Ea138F148Eb4_Accuse,2022-01-17,Accuse,-3.0,Verbal Conflict,Election | Health,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,Ghaziabad,2022-01-17,English,Ngec_Coder-Vers001-B1-Run-001
20220117-4171-2984D073Ab5D_Request,2022-01-17,Request,0.0,Verbal Conflict,,M. K. Stalin,India,Chief Minister,Mk Stalin,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Delhi,2022-01-17,English,Ngec_Coder-Vers001-B1-Run-001
20220117-4428-6A2166Cba02C_Accuse,2022-01-17,Accuse,-3.0,Verbal Conflict,Election | Health,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,Ghaziabad,2022-01-17,English,Ngec_Coder-Vers001-B1-Run-001
20220118-5303-D47A568Be1Be_Concede,2022-01-18,Concede,4.5,Verbal Cooperation,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-4182-Ff8Ad3A9E341_Sanction_Convict,2022-01-18,Sanction,-6.0,Material Conflict,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-3845-Bf679B356301_Request,2022-01-18,Request,0.0,Verbal Conflict,Election,Nitish Kumar,India,Chief Minister,Nitish Kumar,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Delhi,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-7223-8D0532C39667_Request,2022-01-18,Request,0.0,Verbal Conflict,Election,Nitish Kumar,India,Chief Minister,Nitish Kumar,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,Delhi,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-9303-6Ca82Fd350Bd_Accuse,2022-01-18,Accuse,-3.0,Verbal Conflict,Election,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,Punjab,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-5303-D47A568Be1Be_Retreat,2022-01-18,Retreat,6.5,Material Cooperation,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-4182-Ff8Ad3A9E341_Retreat,2022-01-18,Retreat,6.5,Material Cooperation,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-4367-Ca5A8Ccaa3B6_Accuse,2022-01-18,Accuse,-3.0,Verbal Conflict,Election,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,New Delhi,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-1939-Cbba4Bf8Cc90_Accuse,2022-01-18,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,Punjab,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-4182-Ff8Ad3A9E341_Concede,2022-01-18,Concede,4.5,Verbal Cooperation,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220118-5303-D47A568Be1Be_Sanction_Convict,2022-01-18,Sanction,-6.0,Material Conflict,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,Punjab; Haryana,2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
20220119-5764-4Dc50C2E950F_Request,2022-01-19,Request,0.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,Bareilly,2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
20220119-4267-73Ba8Bb9198E_Accuse,2022-01-19,Accuse,-3.0,Verbal Conflict,Election,Suvendu Adhikari,India,Leader Of The Opposition,Suvendu Adhikari,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,West Bengal,2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
20220119-2452-643F0909C6F7_Request,2022-01-19,Request,0.0,Verbal Conflict,Health,Supreme Court Of The United Kingdom,United Kingdom,Court Of Appeals,The Supreme Court,Supreme Court,,Court Supreme,Supreme Court,IND,Bihar; Andhra Pradesh,2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
20220119-2824-0256A525B3Dd_Accuse,2022-01-19,Accuse,-3.0,Verbal Conflict,Election,Keshav Prasad Maurya,India,Deputy Prime Minister,Keshav Prasad Maurya,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,Uttar Pradesh,2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
20220120-4555-2D63E5E3237D_Request,2022-01-20,Request,0.0,Verbal Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Bharatiya Janata Party,India,Political Party,Bjp,IND,Punjab,2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
20220120-4547-Ec86F91B54F2_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,Election,Congee,,Diet,Congress,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,Punjab,2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
20220120-4413-9519C8Bc0E12_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,Health,Siddaramaiah,India,Member Of The Legislature,Siddaramaiah,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,Karnataka,2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
20220120-3012-79955D026Adb_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,West Bengal,2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
20220120-3385-92Dcae207D4D_Concede,2022-01-20,Concede,4.5,Verbal Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,Uttarakhand,2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
