Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
20240102-4193-3Edbfd8388Ab_Accuse,2024-01-02 00:00:00,Accuse,-3.0,Verbal Conflict,Illegal_Drugs,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2024-01-02,English,Ngec_Coder-Vers001-B1-Run-001
20240106-4755-E9576E41D601_Sanction,2024-01-06 00:00:00,Sanction,-6.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Afghan Taliban,Taliban,Afghanistan,Islamist Group,Local Taliban Members,AFG,Badakhshan,2024-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20240106-4755-E9576E41D601_Mobilize_Police,2024-01-06 00:00:00,Mobilize,-5.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Afghan Taliban,Taliban,Afghanistan,Islamist Group,Taliban Members,AFG,Badakhshan,2024-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20240106-4755-E9576E41D601_Mobilize_Troops,2024-01-06 00:00:00,Mobilize,-6.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Afghan Taliban,Taliban,Afghanistan,Islamist Group,Taliban Members,AFG,Badakhshan,2024-01-06,English,Ngec_Coder-Vers001-B1-Run-001
20240110-0232-016271Fadb11_Accuse,2024-01-10 00:00:00,Accuse,-3.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban De Facto Government,AFG,Kabul,2024-01-10,English,Ngec_Coder-Vers001-B1-Run-001
20240130-9031-28F22F355285_Accuse,2024-01-30 00:00:00,Accuse,-3.0,Verbal Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,Taliban De Facto Government,AFG,Kabul,2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
20240130-0796-7B9377173B78_Accuse,2024-01-30 00:00:00,Accuse,-3.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,Afghanistan 'S Taliban,AFG,Afghanistan,2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
20220804-6932-Bd9E6B93A36D_Accuse,2022-08-04 00:00:00,Accuse,-3.0,Verbal Conflict,Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Administration,Ayman Al-Zawahiri,,Islamic Militant,Ayman Al - Zawahiris,AFG,Kabul,2022-08-04,English,Ngec_Coder-Vers001-B1-Run-001
20220804-2394-3C53C1F97D1E_Assault_Targeted,2022-08-04 00:00:00,Assault,-10.0,Material Conflict,Military | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Ayman Al-Zawahiri,,Islamic Militant,Ayman Al - Zawahiri,AFG,Kabul,2022-08-04,French,Ngec_Coder-Vers001-B1-Run-001
20220809-2658-9Dd440Ed2D2E_Assault,2022-08-09 00:00:00,Assault,-9.0,Material Conflict,Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Ayman Al-Zawahiri,,Islamic Militant,Ayman Al - Zawahiri,AFG,Kabul,2022-08-09,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220824-8999-7F2Da7E37119_Assault,2022-08-24 00:00:00,Assault,-9.0,Material Conflict,Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Ayman Al-Zawahiri,,Islamic Militant,Ayman Al Zawahiri,AFG,Kabul,2022-08-24,English,Ngec_Coder-Vers001-B1-Run-001
20230220-6537-153B736B979E_Assault,2023-02-20 00:00:00,Assault,-9.0,Material Conflict,Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Ayman Al-Zawahiri,,Islamic Militant,Ayman Al - Zawahiri,AFG,Kabul,2023-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20230710-6913-C48Ad642A600_Accuse,2023-07-10 00:00:00,Accuse,-3.0,Verbal Conflict,Military | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Islamic State,,Salafi Jihadist,Islamic State Fighters,AFG,Afghanistan,2023-07-10,English,Ngec_Coder-Vers001-B1-Run-001
20230809-0029-A3Abd49Dac68_Assault,2023-08-09 00:00:00,Assault,-9.0,Material Conflict,Religion_Ethnicity | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Authorities,Islamic State,Pakistan,Salafi Jihadist,Pakistani Islamic State Group Militants,AFG,Afghanistan,2023-08-09,English,Ngec_Coder-Vers001-B1-Run-001
20230828-4933-363211667E43_Accuse,2023-08-28 00:00:00,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Islamic State,,Salafi Jihadist,Islamic State Group,AFG,Afghanistan,2023-08-28,English,Ngec_Coder-Vers001-B1-Run-001
20230911-3889-C4E026144Fe3_Accuse,2023-09-11 00:00:00,Accuse,-3.0,Verbal Conflict,Military | Diplomatic | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban De Facto Government,Islamic State,,Salafi Jihadist,Daesh,AFG,Afghanistan,2023-09-11,English,Ngec_Coder-Vers001-B1-Run-001
20240214-0195-B2E99B41D827_Accuse,2024-02-14 00:00:00,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity | Terrorism,Taliban,Afghanistan,Islamist Group,The Taliban,Islamic State,,Salafi Jihadist,Islamic State Group,AFG,Afghanistan,2024-02-14,English,Ngec_Coder-Vers001-B1-Run-001
20240201-8310-33Ffe44E0731_Accuse,2024-02-01 00:00:00,Accuse,-3.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Kabul,2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
20240313-6941-Fd93Bd743A8D_Accuse,2024-03-13 00:00:00,Accuse,-3.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban De Facto Government,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2024-03-13,English,Ngec_Coder-Vers001-B1-Run-001
20240508-8744-E4A0A2Ae60Ea_Protest_Demo,2024-05-08 00:00:00,Protest,-5.0,Material Conflict,Military | Terrorism | Illegal_Drugs,Taliban,Afghanistan,Islamist Group,Taliban Security Personnel,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Northern Afghanistan,2024-05-08,English,Ngec_Coder-Vers001-B1-Run-001
20240508-5756-50Ccdec00Ca7_Protest_Demo,2024-05-08 00:00:00,Protest,-5.0,Material Conflict,Military | Illegal_Drugs,Taliban,Afghanistan,Islamist Group,Taliban Security Personnel,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Northern Afghanistan,2024-05-08,English,Ngec_Coder-Vers001-B1-Run-001
20240617-4097-0Dc2B2De8A64_Assault,2024-06-17 00:00:00,Assault,-9.0,Material Conflict,Military | Intelligence | Religion_Ethnicity | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Authorities,Taliban,Afghanistan,Islamist Group,Taliban Members,AFG,Herat,2024-06-17,English,Ngec_Coder-Vers001-B1-Run-001
